provincia,ciudad,sector,tipo_propiedad,habitaciones,banos,parqueos,m2_construccion,precio_usd
Puerto Plata,Puerto Plata,Costámbar,Penthouse,4,5,3,430,873760.00
La Romana,La Romana,Buena Vista,Apartamento,4,2,1,121,204369.00
La Altagracia,Punta Cana,Bávaro,Casa,6,3,3,185,313760.00
Samaná,Las Terrenas,Playa Bonita,Townhouse,4,3,2,186,331638.00
Santo Domingo,Santo Domingo Este,Ensanche Ozama,Villa,3,5,2,638,1087790.00
San Pedro de Macorís,Juan Dolio,Metro Country Club,Apartamento,2,3,1,207,414414.00
Samaná,Las Terrenas,Playa Bonita,Casa,5,3,2,314,636792.00
Santo Domingo,Santo Domingo Este,Coral Mall,Apartamento,3,1,1,87,130587.00
Santiago,Santiago de los Caballeros,Villa Olga,Apartamento,1,3,2,176,360624.00
Santo Domingo,Santo Domingo Norte,Colinas del Arroyo,Casa,5,2,3,204,258264.00
Santo Domingo,Santo Domingo Oeste,Prolongación 27,Casa,6,6,4,327,440469.00
Santo Domingo,Santo Domingo Oeste,Manoguayabo,Apartamento,2,1,2,131,161261.00
Puerto Plata,Puerto Plata,Torre Alta,Apartamento,4,1,2,100,193300.00
Santo Domingo,Santo Domingo Oeste,Prolongación 27,Villa,6,3,2,295,291165.00
Santo Domingo,Santo Domingo Norte,Avenida Jacobo Majluta,Casa,3,6,3,695,972305.00
Santo Domingo,Santo Domingo Norte,Sabana Perdida,Villa,4,3,2,613,1087462.00
Samaná,Las Terrenas,Cosón,Casa,4,6,4,595,1113245.00
Santo Domingo,Santo Domingo Este,Lucerna,Casa,3,4,4,439,918388.00
Santiago,Santiago de los Caballeros,La Barranquita,Villa,4,2,4,559,954772.00
Santiago,Santiago de los Caballeros,Gurabo,Casa,4,3,3,558,580878.00
Samaná,Las Terrenas,Playa Bonita,Apartamento,1,1,1,134,227398.00
Puerto Plata,Puerto Plata,Sosúa,Apartamento,1,1,1,184,394312.00
Samaná,Las Terrenas,Pueblo de los Pescadores,Apartamento,1,3,2,213,263907.00
Distrito Nacional,Santo Domingo,Gazcue,Casa,4,2,3,595,974610.00
La Romana,La Romana,Buena Vista,Casa,4,4,2,714,1534386.00
Santo Domingo,Santo Domingo Este,Coral Mall,Apartamento,2,4,2,167,292918.00
La Altagracia,Punta Cana,Cocotal,Casa,3,6,4,192,203712.00
Puerto Plata,Puerto Plata,Playa Dorada,Penthouse,4,4,3,276,689172.00
San Pedro de Macorís,Juan Dolio,Playa Juan Dolio,Casa,3,6,2,338,607386.00
Santo Domingo,Santo Domingo Este,San Isidro,Villa,4,5,4,285,496470.00
Santo Domingo,Santo Domingo Este,Alma Rosa,Apartamento,4,4,2,78,99372.00
Samaná,Las Terrenas,Pueblo de los Pescadores,Apartamento,4,4,2,198,299574.00
Santo Domingo,Santo Domingo Oeste,Prolongación 27,Apartamento,4,1,2,57,101517.00
La Romana,La Romana,Casa de Campo,Apartamento,3,3,1,200,561600.00
Puerto Plata,Puerto Plata,Costámbar,Apartamento,2,3,1,143,227370.00
Santo Domingo,Santo Domingo Oeste,Prolongación 27,Casa,6,5,4,325,338975.00
San Pedro de Macorís,Juan Dolio,Playa Juan Dolio,Apartamento,1,1,2,188,309824.00
Puerto Plata,Puerto Plata,Torre Alta,Apartamento,2,1,1,51,71910.00
La Romana,La Romana,Buena Vista,Casa,6,3,3,573,991290.00
Samaná,Las Terrenas,Pueblo de los Pescadores,Villa,4,4,3,251,541156.00
La Altagracia,Punta Cana,White Sands,Apartamento,2,3,1,182,338338.00
Santiago,Santiago de los Caballeros,La Barranquita,Casa,4,2,4,658,815920.00
Distrito Nacional,Santo Domingo,Sarasota,Penthouse,4,3,4,224,628992.00
San Pedro de Macorís,Juan Dolio,Metro Country Club,Apartamento,2,4,2,170,345610.00
Santo Domingo,Santo Domingo Este,Alma Rosa,Villa,5,3,3,311,705659.00
San Pedro de Macorís,Juan Dolio,Playa Juan Dolio,Apartamento,4,2,1,249,305025.00
Distrito Nacional,Santo Domingo,El Millón,Penthouse,3,3,2,292,604440.00
Santo Domingo,Santo Domingo Norte,Avenida Jacobo Majluta,Casa,5,5,2,233,364412.00
San Pedro de Macorís,Juan Dolio,Playa Juan Dolio,Apartamento,4,1,2,80,165760.00
Santo Domingo,Santo Domingo Este,San Isidro,Apartamento,4,3,2,153,310896.00
Puerto Plata,Puerto Plata,Costámbar,Casa,6,6,2,379,545002.00
Santiago,Santiago de los Caballeros,Gurabo,Casa,5,3,2,468,530244.00
Puerto Plata,Puerto Plata,Costámbar,Casa,6,6,2,366,406260.00
Santo Domingo,Santo Domingo Este,Las Américas,Casa,5,3,4,193,345277.00
Distrito Nacional,Santo Domingo,La Julia,Apartamento,4,2,2,62,82646.00
La Altagracia,Punta Cana,El Cortecito,Apartamento,1,1,2,59,76464.00
Distrito Nacional,Santo Domingo,Naco,Apartamento,2,4,1,57,188328.00
Distrito Nacional,Santo Domingo,Bella Vista,Apartamento,2,3,2,136,276488.00
La Romana,La Romana,Casa de Campo,Casa,5,6,4,391,959123.00
San Pedro de Macorís,Juan Dolio,Metro Country Club,Apartamento,1,3,2,170,218620.00
Santiago,Santiago de los Caballeros,La Barranquita,Casa,6,5,3,425,496825.00
Distrito Nacional,Santo Domingo,Evaristo Morales,Casa,6,3,4,597,1024452.00
La Altagracia,Punta Cana,Cap Cana,Apartamento,2,3,2,187,516494.00
Santiago,Santiago de los Caballeros,Cerro Alto,Townhouse,4,2,2,50,59000.00
Distrito Nacional,Santo Domingo,Bella Vista,Casa,6,2,2,491,1087565.00
Puerto Plata,Puerto Plata,Sosúa,Apartamento,1,3,2,103,143479.00
San Pedro de Macorís,Juan Dolio,Metro Country Club,Apartamento,2,1,1,110,193050.00
Puerto Plata,Puerto Plata,Cabarete,Apartamento,2,1,1,64,77824.00
Distrito Nacional,Santo Domingo,Mirador Sur,Casa,4,2,4,634,1215378.00
Santo Domingo,Santo Domingo Este,Lucerna,Casa,5,6,2,357,688296.00
Santo Domingo,Santo Domingo Oeste,Villa Aura,Apartamento,3,1,2,189,277452.00
Samaná,Las Terrenas,Pueblo de los Pescadores,Casa,4,2,3,405,869535.00
San Pedro de Macorís,Juan Dolio,Guavaberry,Apartamento,2,4,2,93,106950.00
La Romana,La Romana,Casa de Campo,Casa,4,5,4,248,601152.00
Samaná,Las Terrenas,Cosón,Apartamento,3,4,1,138,214038.00
Santo Domingo,Santo Domingo Este,Autopista San Isidro,Villa,3,2,3,741,951444.00
Santo Domingo,Santo Domingo Oeste,Herrera,Villa,6,5,2,,1350646.00
Santiago,Santiago de los Caballeros,Cerro Alto,Casa,3,4,2,612,1279692.00
Santo Domingo,Santo Domingo Oeste,Manoguayabo,Townhouse,3,1,1,153,320382.00
Puerto Plata,Puerto Plata,Torre Alta,Apartamento,1,4,2,151,204756.00
La Romana,La Romana,Central Romana,Villa,4,5,2,622,1222230.00
La Romana,La Romana,Central Romana,Apartamento,1,1,2,248,354640.00
San Pedro de Macorís,Juan Dolio,Guavaberry,Casa,4,3,3,622,1082280.00
San Pedro de Macorís,Juan Dolio,Playa Juan Dolio,Villa,3,6,4,379,669314.00
Puerto Plata,Puerto Plata,Sosúa,Penthouse,4,3,2,501,1408812.00
Samaná,Las Terrenas,Pueblo de los Pescadores,Villa,3,5,3,427,640927.00
Samaná,Las Terrenas,Pueblo de los Pescadores,Casa,5,4,4,668,1224444.00
San Pedro de Macorís,Juan Dolio,Metro Country Club,Apartamento,4,4,2,56,83104.00
La Romana,La Romana,Buena Vista,Townhouse,1,3,1,68,115260.00
Santo Domingo,Santo Domingo Este,Autopista San Isidro,Apartamento,4,3,2,191,283635.00
Samaná,Las Terrenas,Playa Bonita,Townhouse,2,3,2,139,179310.00
La Romana,La Romana,Central Romana,Apartamento,1,3,2,60,72840.00
La Altagracia,Punta Cana,Bávaro,Casa,4,4,3,365,700800.00
San Pedro de Macorís,Juan Dolio,Playa Juan Dolio,Villa,6,4,4,654,621954.00
Santo Domingo,Santo Domingo Oeste,Herrera,Apartamento,2,1,1,76,106932.00
La Altagracia,Punta Cana,White Sands,Casa,6,2,3,461,553200.00
Samaná,Las Terrenas,Playa Bonita,Apartamento,,2,1,91,142415.00
Puerto Plata,Puerto Plata,Playa Dorada,Casa,3,6,2,573,684162.00
Distrito Nacional,Santo Domingo,Piantini,Apartamento,4,2,1,84,212856.00
Santo Domingo,Santo Domingo Norte,Sabana Perdida,Apartamento,4,2,2,229,463496.00
La Altagracia,Punta Cana,Cap Cana,Apartamento,3,1,2,176,351296.00
Santiago,Santiago de los Caballeros,Los Colegios,Apartamento,3,4,2,115,138115.00
Puerto Plata,Puerto Plata,Playa Dorada,Penthouse,3,,4,375,756750.00
Santo Domingo,Santo Domingo Oeste,Villa Aura,Apartamento,1,3,2,217,429226.00
La Romana,La Romana,Central Romana,Apartamento,4,3,1,220,362560.00
La Romana,La Romana,Casa de Campo,Apartamento,2,3,2,211,466521.00
Puerto Plata,Puerto Plata,Torre Alta,Casa,6,4,4,500,671000.00
Santo Domingo,Santo Domingo Norte,Villa Mella,Villa,6,5,3,717,1300638.00
Distrito Nacional,Santo Domingo,Sarasota,Penthouse,4,3,2,429,1179321.00
La Romana,La Romana,Casa de Campo,Apartamento,3,3,1,236,724520.00
Samaná,Las Terrenas,Pueblo de los Pescadores,Apartamento,1,3,1,245,422625.00
La Altagracia,Punta Cana,Bávaro,Apartamento,1,2,2,152,311448.00
Santo Domingo,Santo Domingo Norte,Villa Mella,Casa,4,4,2,380,764180.00
Distrito Nacional,Santo Domingo,El Millón,Apartamento,4,2,2,119,215033.00
Distrito Nacional,Santo Domingo,Evaristo Morales,Apartamento,1,1,2,85,151810.00
La Romana,La Romana,Buena Vista,Casa,3,3,4,184,269376.00
La Altagracia,Punta Cana,Bávaro,Apartamento,1,3,1,137,214268.00
Santo Domingo,Santo Domingo Este,Ensanche Ozama,Penthouse,5,4,4,339,663762.00
San Pedro de Macorís,Juan Dolio,Playa Juan Dolio,Villa,5,3,2,282,303996.00
Santo Domingo,Santo Domingo Norte,Avenida Jacobo Majluta,Apartamento,1,3,1,152,278616.00
Santo Domingo,Santo Domingo Norte,Sabana Perdida,Villa,4,6,3,569,697025.00
La Altagracia,Punta Cana,Bávaro,Apartamento,3,4,1,185,276390.00
La Romana,La Romana,Central Romana,Apartamento,3,3,2,70,114170.00
Puerto Plata,Puerto Plata,Sosúa,Apartamento,1,2,2,74,93240.00
San Pedro de Macorís,Juan Dolio,Playa Juan Dolio,Penthouse,4,4,3,380,741000.00
San Pedro de Macorís,Juan Dolio,Playa Juan Dolio,Casa,6,3,3,370,726310.00
Santo Domingo,Santo Domingo Este,San Isidro,Apartamento,2,4,2,148,191660.00
Santo Domingo,Santo Domingo Norte,Villa Mella,Apartamento,4,3,2,234,337194.00
Puerto Plata,Puerto Plata,Costámbar,Villa,4,5,2,706,972162.00
La Romana,La Romana,Casa de Campo,Apartamento,4,4,1,53,100276.00
Puerto Plata,Puerto Plata,Playa Dorada,Casa,6,3,2,420,888720.00
Samaná,Las Terrenas,Cosón,Penthouse,4,5,3,250,534000.00
La Altagracia,Punta Cana,Bávaro,Apartamento,2,2,2,162,253692.00
Santo Domingo,Santo Domingo Este,Ensanche Ozama,Townhouse,2,3,1,248,292144.00
Santiago,Santiago de los Caballeros,Villa María,Villa,3,4,4,335,323945.00
Santo Domingo,Santo Domingo Norte,Colinas del Arroyo,Apartamento,2,4,2,143,170742.00
Santo Domingo,Santo Domingo Norte,Avenida Jacobo Majluta,Apartamento,2,1,1,115,157665.00
San Pedro de Macorís,Juan Dolio,Guavaberry,Apartamento,4,4,2,97,119310.00
Santo Domingo,Santo Domingo Este,Lucerna,Apartamento,1,3,2,99,126126.00
La Romana,La Romana,Central Romana,Casa,5,3,3,561,734910.00
Santo Domingo,Santo Domingo Este,Alma Rosa,Apartamento,2,4,2,80,105520.00
La Altagracia,Punta Cana,Bávaro,Apartamento,1,4,1,149,267455.00
Santo Domingo,Santo Domingo Este,San Isidro,Casa,4,6,2,617,702763.00
Samaná,Las Terrenas,Playa Bonita,Apartamento,4,2,1,90,117000.00
Samaná,Las Terrenas,Pueblo de los Pescadores,Casa,3,4,3,403,903123.00
San Pedro de Macorís,Juan Dolio,Guavaberry,Apartamento,1,1,2,85,172040.00
San Pedro de Macorís,Juan Dolio,Metro Country Club,Apartamento,3,3,1,145,217790.00
Distrito Nacional,Santo Domingo,Gazcue,Casa,3,2,2,186,207948.00
Puerto Plata,Puerto Plata,Playa Dorada,Casa,6,6,4,215,276490.00
Santiago,Santiago de los Caballeros,Villa María,Villa,4,6,3,695,1159260.00
San Pedro de Macorís,Juan Dolio,Guavaberry,Casa,3,4,2,390,549510.00
Puerto Plata,Puerto Plata,Torre Alta,Apartamento,3,1,1,111,218448.00
La Romana,La Romana,Central Romana,Casa,3,3,4,315,555660.00
Santo Domingo,Santo Domingo Norte,Villa Mella,Casa,5,2,2,430,612750.00
Puerto Plata,Puerto Plata,Sosúa,Casa,5,3,2,182,191282.00
Santo Domingo,Santo Domingo Oeste,Prolongación 27,Apartamento,2,2,1,247,371241.00
Santo Domingo,Santo Domingo Este,Autopista San Isidro,Apartamento,1,4,1,156,174408.00
Santo Domingo,Santo Domingo Oeste,Herrera,Apartamento,4,2,2,203,228375.00
San Pedro de Macorís,Juan Dolio,Playa Juan Dolio,Apartamento,3,4,2,173,255521.00
Distrito Nacional,Santo Domingo,Piantini,Casa,4,2,3,282,416514.00
San Pedro de Macorís,Juan Dolio,Metro Country Club,Apartamento,4,2,2,193,356471.00
Distrito Nacional,Santo Domingo,Sarasota,Villa,5,2,2,401,717389.00
Distrito Nacional,Santo Domingo,Sarasota,Apartamento,1,1,2,254,437388.00
La Altagracia,Punta Cana,Punta Cana Village,Penthouse,4,5,3,292,806796.00
Puerto Plata,Puerto Plata,Costámbar,Apartamento,1,2,2,159,337080.00
Santo Domingo,Santo Domingo Este,Ensanche Ozama,Apartamento,1,4,1,158,251536.00
Samaná,Las Terrenas,Cosón,Apartamento,2,4,2,248,496496.00
La Romana,La Romana,Casa de Campo,Penthouse,4,4,3,326,1232280.00
Santo Domingo,Santo Domingo Este,Ensanche Ozama,Apartamento,4,3,1,92,127512.00
Santo Domingo,Santo Domingo Oeste,Villa Aura,Apartamento,1,3,2,251,476900.00
Puerto Plata,Puerto Plata,Cabarete,Apartamento,2,2,1,125,165750.00
Santo Domingo,Santo Domingo Este,Autopista San Isidro,Apartamento,1,3,1,210,274890.00
La Altagracia,Punta Cana,Cap Cana,Casa,4,2,4,586,1760930.00
Puerto Plata,Puerto Plata,Cabarete,Villa,6,4,3,207,281934.00
Puerto Plata,Puerto Plata,Costámbar,Apartamento,4,4,1,105,196560.00
La Romana,La Romana,Central Romana,Apartamento,2,1,1,121,187550.00
San Pedro de Macorís,Juan Dolio,Playa Juan Dolio,Apartamento,2,4,1,226,284986.00
La Altagracia,Punta Cana,Cocotal,Townhouse,2,1,1,173,210714.00
Puerto Plata,Puerto Plata,Costámbar,Apartamento,3,1,1,117,140634.00
Puerto Plata,Puerto Plata,Cabarete,Apartamento,1,4,1,82,116522.00
Santiago,Santiago de los Caballeros,Villa Olga,Casa,4,2,2,729,789507.00
San Pedro de Macorís,Juan Dolio,Playa Juan Dolio,Apartamento,4,1,2,135,272295.00
La Romana,La Romana,Central Romana,Apartamento,3,4,2,198,399762.00
Samaná,Las Terrenas,Pueblo de los Pescadores,Casa,4,3,2,682,752928.00
Santo Domingo,Santo Domingo Este,Coral Mall,Apartamento,4,3,2,141,182454.00
La Romana,La Romana,Central Romana,Apartamento,1,1,2,69,145452.00
Santo Domingo,Santo Domingo Oeste,Villa Aura,Apartamento,2,1,2,101,130492.00
Santo Domingo,Santo Domingo Norte,Sabana Perdida,Townhouse,3,3,2,259,379176.00
Puerto Plata,Puerto Plata,Sosúa,Apartamento,3,4,1,174,372012.00
Santo Domingo,Santo Domingo Este,Alma Rosa,Apartamento,2,1,2,185,266585.00
Distrito Nacional,Santo Domingo,Naco,Apartamento,1,4,1,159,520248.00
La Altagracia,Punta Cana,Cap Cana,Apartamento,2,1,2,106,246026.00
Puerto Plata,Puerto Plata,Sosúa,Villa,4,2,3,719,1095756.00
Santiago,Santiago de los Caballeros,Gurabo,Apartamento,1,3,1,112,232400.00
Santo Domingo,Santo Domingo Norte,Colinas del Arroyo,Apartamento,3,3,1,137,268794.00
Santo Domingo,Santo Domingo Oeste,Herrera,Casa,5,3,4,337,386539.00
La Altagracia,Punta Cana,Punta Cana Village,Casa,5,2,4,368,555680.00
La Romana,La Romana,Casa de Campo,Apartamento,3,4,2,95,193895.00
Santo Domingo,Santo Domingo Norte,Avenida Jacobo Majluta,Apartamento,1,1,2,109,178106.00
La Altagracia,Punta Cana,Punta Cana Village,Casa,4,6,3,505,670640.00
Santo Domingo,Santo Domingo Este,Coral Mall,Apartamento,1,2,1,247,509561.00
Samaná,Las Terrenas,Cosón,Apartamento,3,1,2,228,393528.00
La Altagracia,Punta Cana,Cocotal,Apartamento,2,3,1,193,281780.00
Santo Domingo,Santo Domingo Este,San Isidro,Apartamento,2,3,1,157,301440.00
La Romana,La Romana,Casa de Campo,Casa,4,3,4,661,1273086.00
Puerto Plata,Puerto Plata,Torre Alta,Casa,4,2,3,411,944067.00
Santiago,Santiago de los Caballeros,Gurabo,Apartamento,2,3,1,216,313416.00
Santo Domingo,Santo Domingo Norte,Colinas del Arroyo,Casa,4,2,3,431,529268.00
Santo Domingo,Santo Domingo Oeste,Manoguayabo,Apartamento,1,1,1,216,374544.00
Santiago,Santiago de los Caballeros,Los Colegios,Casa,5,3,4,211,247292.00
Santiago,Santiago de los Caballeros,La Trinitaria,Villa,5,2,4,495,1341450.00
Puerto Plata,Puerto Plata,Costámbar,Apartamento,1,1,2,218,268794.00
La Altagracia,Punta Cana,El Cortecito,Townhouse,1,3,1,129,272577.00
La Altagracia,Punta Cana,Cap Cana,Apartamento,1,2,2,59,160480.00
Santiago,Santiago de los Caballeros,Cerro Alto,Apartamento,3,1,1,180,263880.00
Puerto Plata,Puerto Plata,Sosúa,Apartamento,1,1,1,131,246935.00
La Altagracia,Punta Cana,Cocotal,Casa,4,2,4,358,481510.00
San Pedro de Macorís,Juan Dolio,Guavaberry,Apartamento,4,4,1,248,357864.00
Samaná,Las Terrenas,Cosón,Casa,6,2,4,436,453440.00
Santo Domingo,Santo Domingo Este,Lucerna,Villa,4,6,4,196,415912.00
Santo Domingo,Santo Domingo Oeste,Villa Aura,Casa,4,4,2,567,974673.00
Santo Domingo,Santo Domingo Norte,Avenida Jacobo Majluta,Casa,4,3,3,709,1384677.00
Samaná,Las Terrenas,Playa Bonita,Townhouse,3,2,2,144,188496.00
La Romana,La Romana,Buena Vista,Apartamento,3,1,2,248,456568.00
Santiago,Santiago de los Caballeros,Cerro Alto,Casa,4,5,4,316,627260.00
La Altagracia,Punta Cana,Punta Cana Village,Casa,5,3,3,202,410464.00
La Altagracia,Punta Cana,Cap Cana,Townhouse,3,3,2,211,364819.00
Santo Domingo,Santo Domingo Oeste,Manoguayabo,Villa,6,4,3,394,594940.00
Samaná,Las Terrenas,Playa Bonita,Villa,6,5,3,225,310275.00
San Pedro de Macorís,Juan Dolio,Metro Country Club,Villa,4,2,2,528,745008.00
Santo Domingo,Santo Domingo Norte,Sabana Perdida,Casa,5,4,4,591,1309065.00
Puerto Plata,Puerto Plata,Playa Dorada,Townhouse,4,4,2,166,188078.00
Puerto Plata,Puerto Plata,Sosúa,Apartamento,1,4,1,71,116014.00
Samaná,Las Terrenas,Cosón,Penthouse,3,3,2,488,992104.00
San Pedro de Macorís,Juan Dolio,Metro Country Club,Apartamento,4,3,2,160,282720.00
Distrito Nacional,Santo Domingo,La Julia,Casa,6,2,4,278,455086.00
San Pedro de Macorís,Juan Dolio,Playa Juan Dolio,Casa,4,3,3,392,628376.00
Samaná,Las Terrenas,Pueblo de los Pescadores,Townhouse,3,1,2,132,149688.00
La Altagracia,Punta Cana,El Cortecito,Apartamento,2,4,2,129,153897.00
Santo Domingo,Santo Domingo Norte,Colinas del Arroyo,Penthouse,5,4,2,461,1198139.00
Samaná,Las Terrenas,Playa Bonita,Villa,6,2,3,214,238824.00
La Altagracia,Punta Cana,Bávaro,Townhouse,2,3,2,159,231027.00
Puerto Plata,Puerto Plata,Costámbar,Apartamento,1,4,1,182,307216.00
Samaná,Las Terrenas,Playa Bonita,Apartamento,4,1,2,100,176100.00
La Romana,La Romana,Buena Vista,Casa,3,2,2,324,566676.00
La Romana,La Romana,Central Romana,Apartamento,3,1,1,50,85100.00
La Romana,La Romana,Buena Vista,Casa,6,5,3,716,1159920.00
San Pedro de Macorís,Juan Dolio,Metro Country Club,Villa,6,4,3,330,315150.00
Santo Domingo,Santo Domingo Oeste,Manoguayabo,Casa,5,4,2,444,743700.00
La Romana,La Romana,Central Romana,Apartamento,2,2,1,187,233189.00
Santo Domingo,Santo Domingo Norte,Avenida Jacobo Majluta,Casa,6,5,2,668,632596.00
San Pedro de Macorís,Juan Dolio,Metro Country Club,Villa,6,4,3,545,977730.00
San Pedro de Macorís,Juan Dolio,Guavaberry,Casa,6,3,3,430,710790.00
San Pedro de Macorís,Juan Dolio,Playa Juan Dolio,Apartamento,1,4,2,117,247455.00
La Altagracia,Punta Cana,Cocotal,Casa,5,3,3,694,1064596.00
Santo Domingo,Santo Domingo Norte,Colinas del Arroyo,Villa,6,5,3,208,278928.00
San Pedro de Macorís,Juan Dolio,Guavaberry,Apartamento,4,3,1,117,164619.00
Distrito Nacional,Santo Domingo,El Millón,Apartamento,3,1,2,202,406222.00
La Altagracia,Punta Cana,Cap Cana,Casa,3,4,3,392,1326920.00
Santo Domingo,Santo Domingo Oeste,Herrera,Apartamento,1,1,1,196,326928.00
Distrito Nacional,Santo Domingo,Renacimiento,Apartamento,3,2,1,240,406560.00
Santiago,Santiago de los Caballeros,Villa María,Casa,5,5,3,431,668050.00
Santo Domingo,Santo Domingo Norte,Avenida Jacobo Majluta,Villa,4,5,3,212,454104.00
Distrito Nacional,Santo Domingo,Piantini,Casa,3,6,4,260,400140.00
Distrito Nacional,Santo Domingo,Evaristo Morales,Villa,5,5,2,260,540280.00
Samaná,Las Terrenas,Pueblo de los Pescadores,Apartamento,4,3,1,72,94176.00
La Altagracia,Punta Cana,Cocotal,Casa,6,4,3,616,619696.00
Santiago,Santiago de los Caballeros,Los Colegios,Apartamento,4,1,2,180,377460.00
Distrito Nacional,Santo Domingo,Gazcue,Apartamento,4,4,2,190,266190.00
Samaná,Las Terrenas,Playa Bonita,Apartamento,2,3,2,137,255779.00
Distrito Nacional,Santo Domingo,Sarasota,Apartamento,1,3,1,229,360904.00
Santo Domingo,Santo Domingo Oeste,Herrera,Apartamento,2,4,2,123,139605.00
La Altagracia,Punta Cana,Punta Cana Village,Villa,4,6,4,612,738684.00
Santo Domingo,Santo Domingo Norte,Villa Mella,Casa,5,2,2,270,523530.00
Puerto Plata,Puerto Plata,Torre Alta,Casa,6,4,3,429,551694.00
La Romana,La Romana,Central Romana,Villa,5,5,4,692,1069140.00
Santo Domingo,Santo Domingo Norte,Colinas del Arroyo,Apartamento,3,2,1,98,173460.00
Samaná,Las Terrenas,Cosón,Casa,3,3,4,411,773913.00
San Pedro de Macorís,Juan Dolio,Playa Juan Dolio,Casa,5,2,4,596,1011412.00
Santiago,Santiago de los Caballeros,Villa Olga,Apartamento,1,2,1,102,188700.00
Santo Domingo,Santo Domingo Este,Las Américas,Apartamento,1,2,2,181,337565.00
Santo Domingo,Santo Domingo Oeste,Villa Aura,Penthouse,4,4,4,260,575900.00
Santo Domingo,Santo Domingo Oeste,Villa Aura,Apartamento,1,4,2,137,166866.00
Samaná,Las Terrenas,Pueblo de los Pescadores,Apartamento,1,2,2,134,246426.00
La Romana,La Romana,Casa de Campo,Apartamento,3,2,1,187,440572.00
Santo Domingo,Santo Domingo Este,Las Américas,Casa,3,6,4,222,213786.00
Santo Domingo,Santo Domingo Oeste,Herrera,Villa,6,3,3,310,709900.00
Samaná,Las Terrenas,Playa Bonita,Apartamento,2,1,2,197,403456.00
Santo Domingo,Santo Domingo Oeste,Herrera,Villa,3,3,2,707,1055551.00
Santo Domingo,Santo Domingo Norte,Sabana Perdida,Penthouse,4,3,2,371,861462.00
Santo Domingo,Santo Domingo Este,Ensanche Ozama,Casa,5,4,3,380,364800.00
Santo Domingo,Santo Domingo Este,Coral Mall,Casa,4,2,3,483,420693.00
San Pedro de Macorís,Juan Dolio,Guavaberry,Apartamento,1,1,2,142,244240.00
La Altagracia,Punta Cana,Punta Cana Village,Apartamento,4,2,2,133,228893.00
Santo Domingo,Santo Domingo Este,Autopista San Isidro,Apartamento,2,1,1,154,253484.00
La Altagracia,Punta Cana,Cap Cana,Casa,5,2,4,285,395580.00
Puerto Plata,Puerto Plata,Sosúa,Penthouse,5,4,4,414,1143054.00
Santo Domingo,Santo Domingo Este,Alma Rosa,Casa,4,3,4,436,490064.00
Santo Domingo,Santo Domingo Este,San Isidro,Apartamento,4,2,1,225,285975.00
San Pedro de Macorís,Juan Dolio,Guavaberry,Penthouse,4,3,4,415,1147890.00
Samaná,Las Terrenas,Cosón,Townhouse,1,2,2,177,225852.00
Distrito Nacional,Santo Domingo,Piantini,Apartamento,2,2,2,176,372240.00
Santo Domingo,Santo Domingo Norte,Sabana Perdida,Casa,4,3,2,211,199395.00
San Pedro de Macorís,Juan Dolio,Guavaberry,Apartamento,4,2,2,256,381696.00
La Romana,La Romana,Buena Vista,Penthouse,3,5,3,265,557560.00
La Altagracia,Punta Cana,Cap Cana,Penthouse,3,4,4,482,2102966.00
Distrito Nacional,Santo Domingo,Bella Vista,Penthouse,5,4,2,414,657846.00
Santiago,Santiago de los Caballeros,Gurabo,Casa,4,4,2,608,963072.00
Santiago,Santiago de los Caballeros,Villa Olga,Casa,6,6,3,222,451992.00
Distrito Nacional,Santo Domingo,Gazcue,Villa,5,5,3,445,564260.00
Distrito Nacional,Santo Domingo,Naco,Penthouse,4,5,3,440,1210440.00
Santo Domingo,Santo Domingo Oeste,Manoguayabo,Apartamento,4,4,2,158,250588.00
Santo Domingo,Santo Domingo Este,Ensanche Ozama,Apartamento,1,4,1,85,97495.00
Santo Domingo,Santo Domingo Este,Alma Rosa,Apartamento,2,4,1,121,252527.00
Samaná,Las Terrenas,Cosón,Apartamento,4,1,1,104,222768.00
Distrito Nacional,Santo Domingo,Evaristo Morales,Apartamento,3,3,1,193,278885.00
Samaná,Las Terrenas,Cosón,Apartamento,1,3,2,257,307629.00
La Altagracia,Punta Cana,Cap Cana,Apartamento,2,2,2,73,219146.00
San Pedro de Macorís,Juan Dolio,Metro Country Club,Apartamento,3,2,1,218,415508.00
San Pedro de Macorís,Juan Dolio,Metro Country Club,Villa,5,6,4,,1264869.00
Puerto Plata,Puerto Plata,Costámbar,Apartamento,2,2,2,248,367040.00
Santo Domingo,Santo Domingo Norte,Avenida Jacobo Majluta,Apartamento,1,1,1,89,142578.00
La Altagracia,Punta Cana,Cap Cana,Casa,5,5,4,485,1687315.00
Puerto Plata,Puerto Plata,Torre Alta,Penthouse,5,4,4,229,629750.00
Puerto Plata,Puerto Plata,Costámbar,Apartamento,2,4,2,237,396738.00
Samaná,Las Terrenas,Cosón,Villa,6,4,2,261,345303.00
La Altagracia,Punta Cana,White Sands,Casa,6,4,3,517,1074326.00
Santo Domingo,Santo Domingo Norte,Sabana Perdida,Casa,6,4,2,245,562275.00
Santiago,Santiago de los Caballeros,La Barranquita,Apartamento,2,4,2,132,177672.00
Santo Domingo,Santo Domingo Este,Autopista San Isidro,Apartamento,4,4,2,135,210330.00
Santiago,Santiago de los Caballeros,La Barranquita,Apartamento,3,1,2,249,496008.00
